session,line,ts_start,ts_end,wav,wav_found,pattern,text,file_size,full_path,label,correction
transcript_20260312_193928,3543,02:31:13.952,02:31:14.400,151m13.952s-151m14.400s.wav,True,字幕,中文字幕提供,15404,transcript_20260312_193928/151m13.952s-151m14.400s.wav,辨識錯誤,就
transcript_20260312_193928,3585,02:33:14.976,02:33:15.168,153m14.976s-153m15.168s.wav,True,感謝[觀收]看,感謝觀看,7212,transcript_20260312_193928/153m14.976s-153m15.168s.wav,無音效,
transcript_20260312_193928,3758,02:40:25.408,02:40:25.536,160m25.408s-160m25.536s.wav,True,字幕,中文字幕志願者 李宗盛,5164,transcript_20260312_193928/160m25.408s-160m25.536s.wav,無音效,
transcript_20260312_193928,3922,02:47:05.056,02:47:05.184,167m05.056s-167m05.184s.wav,True,字幕,中文字幕提供,5164,transcript_20260312_193928/167m05.056s-167m05.184s.wav,無音效,
transcript_20260312_193928,3950,02:48:02.080,02:48:02.272,168m02.080s-168m02.272s.wav,True,MING PAO,MING PAO CANADA MING PAO TORONTO,7212,transcript_20260312_193928/168m02.080s-168m02.272s.wav,無音效,
transcript_20260312_193928,3994,02:49:37.088,02:49:37.280,169m37.088s-169m37.280s.wav,True,感謝[觀收]看,感謝觀看,7212,transcript_20260312_193928/169m37.088s-169m37.280s.wav,無音效,
transcript_20260312_193928,4031,02:51:44.864,02:51:49.728,171m44.864s-171m49.728s.wav,True,我們下[期集]再見,再次感謝宋醫師謝謝你今天這集播音錄到這邊VS綜藝沒有底我們下期再見掰掰,156716,transcript_20260312_193928/171m44.864s-171m49.728s.wav,正確辨識,
transcript_20260312_193928,4231,03:06:02.624,03:06:02.848,186m02.624s-186m02.848s.wav,True,字幕,中文字幕 李宗盛,8236,transcript_20260312_193928/186m02.624s-186m02.848s.wav,無音效,
transcript_20260312_193928,4469,03:18:07.808,03:18:08.000,198m07.808s-198m08.000s.wav,True,感謝[觀收]看,感謝觀看,7212,transcript_20260312_193928/198m07.808s-198m08.000s.wav,無音效,
transcript_20260312_193928,4627,03:26:41.664,03:26:41.920,206m41.664s-206m41.920s.wav,True,字幕,中文字幕提供,9260,transcript_20260312_193928/206m41.664s-206m41.920s.wav,辨識錯誤,去
transcript_20260312_193928,4702,03:32:26.432,03:32:31.680,212m26.432s-212m31.680s.wav,True,我們下[期集]再見,再次感謝Joe來這邊分享謝謝今天這集播音錄到這邊別忘了訂閱我的頻道我們下集再見 掰掰,169004,transcript_20260312_193928/212m26.432s-212m31.680s.wav,正確辨識,
transcript_20260312_193928,4764,03:39:27.616,03:39:27.968,219m27.616s-219m27.968s.wav,True,我們下[期集]再見,我們下期再見,12332,transcript_20260312_193928/219m27.616s-219m27.968s.wav,無音效,
transcript_20260312_193928,5020,03:54:52.864,03:54:53.440,234m52.864s-234m53.440s.wav,True,下[期集]見,下集見,19500,transcript_20260312_193928/234m52.864s-234m53.440s.wav,辨識錯誤,交給
transcript_20260312_193928,5262,04:06:34.432,04:06:34.560,246m34.432s-246m34.560s.wav,True,字幕,中文字幕提供,5164,transcript_20260312_193928/246m34.432s-246m34.560s.wav,無音效,
transcript_20260312_193928,5272,04:07:15.168,04:07:15.904,247m15.168s-247m15.904s.wav,True,明鏡[及與]點點欄目,請不吝點贊 訂閱 轉發支援明鏡與點點欄目,24620,transcript_20260312_193928/247m15.168s-247m15.904s.wav,辨識錯誤,轉發
transcript_20260312_193928,5393,04:14:53.984,04:14:54.112,254m53.984s-254m54.112s.wav,True,字幕,中文字幕 李宗盛,5164,transcript_20260312_193928/254m53.984s-254m54.112s.wav,無音效,
transcript_20260312_193928,5405,04:15:24.448,04:15:24.736,255m24.448s-255m24.736s.wav,True,感謝[觀收]看,感謝觀看,10284,transcript_20260312_193928/255m24.448s-255m24.736s.wav,無音效,
transcript_20260312_193928,5473,04:19:38.528,04:19:38.752,259m38.528s-259m38.752s.wav,True,字幕,中文字幕 李宗盛,8236,transcript_20260312_193928/259m38.528s-259m38.752s.wav,無音效,
transcript_20260312_193928,5492,04:20:34.880,04:20:44.320,260m34.880s-260m44.320s.wav,True,我們下[期集]再見,非常感謝Zizi的分享謝謝博恩希望大家聽了之後有開啟眼界也有更多的思考那今天這集播音錄到這邊別的中間沒有點我們下集再見拜拜,303148,transcript_20260312_193928/260m34.880s-260m44.320s.wav,正確辨識,
transcript_20260312_193928,5566,04:27:06.272,04:27:06.400,267m06.272s-267m06.400s.wav,True,字幕,字幕志願者 楊棟樑,5164,transcript_20260312_193928/267m06.272s-267m06.400s.wav,無音效,
transcript_20260312_193928,5601,04:29:53.664,04:29:53.856,269m53.664s-269m53.856s.wav,True,字幕,字幕志願者 楊茜茜,7212,transcript_20260312_193928/269m53.664s-269m53.856s.wav,無音效,
transcript_20260312_193928,5602,04:29:53.920,04:29:54.432,269m53.920s-269m54.432s.wav,True,字幕,字幕by索蘭婭,17452,transcript_20260312_193928/269m53.920s-269m54.432s.wav,辨識錯誤,可是
transcript_20260312_193928,5658,04:32:25.440,04:32:25.824,272m25.440s-272m25.824s.wav,True,by bwd6,by bwd6,13356,transcript_20260312_193928/272m25.440s-272m25.824s.wav,辨識錯誤,被
transcript_20260312_193928,5673,04:32:57.280,04:32:57.440,272m57.280s-272m57.440s.wav,True,字幕,中文字幕提供,6188,transcript_20260312_193928/272m57.280s-272m57.440s.wav,無音效,
transcript_20260312_193928,5689,04:33:32.608,04:33:33.536,273m32.608s-273m33.536s.wav,True,MING PAO,MING PAO CANADA // MING PAO TORONTO,30764,transcript_20260312_193928/273m32.608s-273m33.536s.wav,辨識錯誤,給新聞部
transcript_20260312_193928,5814,04:39:52.640,04:39:52.832,279m52.640s-279m52.832s.wav,True,字幕,字幕志願者 李宗盛,7212,transcript_20260312_193928/279m52.640s-279m52.832s.wav,無音效,
transcript_20260312_193928,5883,04:44:07.488,04:44:08.032,284m07.488s-284m08.032s.wav,True,字幕,字幕by索蘭婭,18476,transcript_20260312_193928/284m07.488s-284m08.032s.wav,辨識錯誤,至少
transcript_20260312_193928,6168,04:58:39.200,04:58:39.456,298m39.200s-298m39.456s.wav,True,字幕,字幕由 Amara.org 社群提供,9260,transcript_20260312_193928/298m39.200s-298m39.456s.wav,無音效,
transcript_20260312_193928,6177,04:59:03.040,04:59:03.232,299m03.040s-299m03.232s.wav,True,字幕,中文字幕提供,7212,transcript_20260312_193928/299m03.040s-299m03.232s.wav,無音效,
transcript_20260312_193928,6193,04:59:33.408,04:59:33.600,299m33.408s-299m33.600s.wav,True,字幕,字幕志願者 楊茜茜,7212,transcript_20260312_193928/299m33.408s-299m33.600s.wav,無音效,
transcript_20260312_193928,6246,05:02:19.936,05:02:20.096,302m19.936s-302m20.096s.wav,True,字幕,中文字幕提供,6188,transcript_20260312_193928/302m19.936s-302m20.096s.wav,無音效,
transcript_20260312_193928,6312,05:06:05.664,05:06:05.984,306m05.664s-306m05.984s.wav,True,MING PAO,MING PAO CANADA MING PAO TORONTO,11308,transcript_20260312_193928/306m05.664s-306m05.984s.wav,無音效,
transcript_20260312_193928,6391,05:10:19.392,05:10:19.520,310m19.392s-310m19.520s.wav,True,字幕,字幕志願者 李宗盛,5164,transcript_20260312_193928/310m19.392s-310m19.520s.wav,無音效,
transcript_20260312_193928,6393,05:10:22.208,05:10:25.184,310m22.208s-310m25.184s.wav,True,我們下[期集]再見,今天這集播音錄到這邊別在周圍沒有點我們下期再見拜拜,96300,transcript_20260312_193928/310m22.208s-310m25.184s.wav,正確辨識,
transcript_20260312_193928,6596,05:26:02.656,05:26:02.816,326m02.656s-326m02.816s.wav,True,字幕,中文字幕提供,6188,transcript_20260312_193928/326m02.656s-326m02.816s.wav,無音效,
transcript_20260312_193928,6599,05:26:12.128,05:26:12.384,326m12.128s-326m12.384s.wav,True,我們下[期集]再見,我們下期再見,9260,transcript_20260312_193928/326m12.128s-326m12.384s.wav,無音效,
transcript_20260312_193928,6605,05:26:32.224,05:26:32.608,326m32.224s-326m32.608s.wav,True,MING PAO,MING PAO CANADA MING PAO TORONTO,13356,transcript_20260312_193928/326m32.224s-326m32.608s.wav,辨識錯誤,嗎
transcript_20260312_193928,6651,05:29:41.696,05:29:41.824,329m41.696s-329m41.824s.wav,True,字幕,中文字幕 李宗盛,5164,transcript_20260312_193928/329m41.696s-329m41.824s.wav,無音效,
transcript_20260312_193928,6701,05:33:37.728,05:33:37.856,333m37.728s-333m37.856s.wav,True,字幕,中文字幕志願者 李宗盛,5164,transcript_20260312_193928/333m37.728s-333m37.856s.wav,無音效,
transcript_20260312_193928,6806,05:42:45.632,05:42:45.792,342m45.632s-342m45.792s.wav,True,字幕,字幕志願者 楊棟樑,6188,transcript_20260312_193928/342m45.632s-342m45.792s.wav,無音效,
transcript_20260312_193928,6920,05:51:10.432,05:51:10.560,351m10.432s-351m10.560s.wav,True,明鏡[及與]點點欄目,明鏡與點點欄目,5164,transcript_20260312_193928/351m10.432s-351m10.560s.wav,無音效,
transcript_20260313_014907,27,00:01:47.840,00:01:48.000,01m47.840s-01m48.000s.wav,True,字幕,中文字幕提供,6188,transcript_20260313_014907/01m47.840s-01m48.000s.wav,無音效,
transcript_20260313_015118,10,00:00:24.704,00:00:25.408,00m24.704s-00m25.408s.wav,True,下[期集]見,"多謝您的收看,我們下期見!",23596,transcript_20260313_015118/00m24.704s-00m25.408s.wav,辨識錯誤,多工
transcript_20260313_015118,203,00:14:28.640,00:14:28.768,14m28.640s-14m28.768s.wav,True,字幕,中文字幕志願者 李宗盛,5164,transcript_20260313_015118/14m28.640s-14m28.768s.wav,無音效,
transcript_20260313_015118,376,00:26:23.808,00:26:24.064,26m23.808s-26m24.064s.wav,True,感謝[觀收]看,感謝觀看,9260,transcript_20260313_015118/26m23.808s-26m24.064s.wav,無音效,
transcript_20260313_015118,488,00:33:38.272,00:33:48.192,33m38.272s-33m48.192s.wav,True,我們下[期集]再見,可以挑熱一點點哈哈哈哈我個人最喜歡好今天再次非常非常感謝謝謝那今天這集播音部到這邊VS中間沒有電我們下集再見拜拜,318508,transcript_20260313_015118/33m38.272s-33m48.192s.wav,正確辨識,
transcript_20260313_015118,506,00:35:36.096,00:35:36.704,35m36.096s-35m36.704s.wav,True,下[期集]見,下集見,20524,transcript_20260313_015118/35m36.096s-35m36.704s.wav,辨識錯誤,大家好
transcript_20260313_015118,965,01:04:24.448,01:04:24.640,64m24.448s-64m24.640s.wav,True,字幕,中文字幕提供,7212,transcript_20260313_015118/64m24.448s-64m24.640s.wav,無音效,
transcript_20260313_015118,1434,01:33:56.832,01:33:56.992,93m56.832s-93m56.992s.wav,True,字幕,字幕by索蘭婭,6188,transcript_20260313_015118/93m56.832s-93m56.992s.wav,無音效,
transcript_20260313_015118,1609,01:50:47.904,01:50:48.032,110m47.904s-110m48.032s.wav,True,字幕,字幕志願者 楊棟樑,5164,transcript_20260313_015118/110m47.904s-110m48.032s.wav,無音效,
transcript_20260313_015118,1722,02:00:18.816,02:00:18.944,120m18.816s-120m18.944s.wav,True,字幕,中文字幕提供,5164,transcript_20260313_015118/120m18.816s-120m18.944s.wav,無音效,
transcript_20260313_015118,1753,02:02:14.432,02:02:14.784,122m14.432s-122m14.784s.wav,True,MING PAO,MING PAO CANADA MING PAO TORONTO,12332,transcript_20260313_015118/122m14.432s-122m14.784s.wav,無音效,
transcript_20260313_015118,2035,02:23:38.240,02:23:38.656,143m38.240s-143m38.656s.wav,True,明鏡[及與]點點欄目,明鏡及點點欄目,14380,transcript_20260313_015118/143m38.240s-143m38.656s.wav,無音效,
transcript_20260313_015118,2115,02:28:54.272,02:28:54.400,148m54.272s-148m54.400s.wav,True,字幕,字幕志願者 楊棟樑,5164,transcript_20260313_015118/148m54.272s-148m54.400s.wav,無音效,
transcript_20260313_015118,2156,02:31:38.912,02:31:39.072,151m38.912s-151m39.072s.wav,True,字幕,字幕志願者 楊茜茜,6188,transcript_20260313_015118/151m38.912s-151m39.072s.wav,無音效,
transcript_20260313_015118,2164,02:32:08.992,02:32:09.280,152m08.992s-152m09.280s.wav,True,字幕,中文字幕志願者 楊棟樑,10284,transcript_20260313_015118/152m08.992s-152m09.280s.wav,無音效,
transcript_20260313_015118,2373,02:46:16.672,02:46:16.832,166m16.672s-166m16.832s.wav,True,感謝[觀收]看,感謝觀看,6188,transcript_20260313_015118/166m16.672s-166m16.832s.wav,無音效,
transcript_20260313_015118,2392,02:47:14.304,02:47:14.528,167m14.304s-167m14.528s.wav,True,下[期集]見,下期見,8236,transcript_20260313_015118/167m14.304s-167m14.528s.wav,無音效,
transcript_20260313_015118,2424,02:48:42.496,02:48:45.280,168m42.496s-168m45.280s.wav,True,字幕,就比如說你之前說在上字幕的時候,90156,transcript_20260313_015118/168m42.496s-168m45.280s.wav,正確辨識,
transcript_20260313_015118,2425,02:48:45.408,02:48:49.760,168m45.408s-168m49.760s.wav,True,字幕,說那我這個字幕可以打多快然後好像在練打字速度,140332,transcript_20260313_015118/168m45.408s-168m49.760s.wav,正確辨識,
transcript_20260313_015118,2727,03:04:50.560,03:04:50.688,184m50.560s-184m50.688s.wav,True,字幕,中文字幕 李宗盛,5164,transcript_20260313_015118/184m50.560s-184m50.688s.wav,無音效,
transcript_20260313_015118,2851,03:12:10.624,03:12:10.752,192m10.624s-192m10.752s.wav,True,MING PAO,MING PAO CANADA MING PAO TORONTO,5164,transcript_20260313_015118/192m10.624s-192m10.752s.wav,無音效,
transcript_20260313_015118,2887,03:13:40.032,03:13:40.224,193m40.032s-193m40.224s.wav,True,字幕,中文字幕 李宗盛,7212,transcript_20260313_015118/193m40.032s-193m40.224s.wav,無音效,
transcript_20260313_015118,2899,03:14:04.224,03:14:04.832,194m04.224s-194m04.832s.wav,True,明鏡[及與]點點欄目,請不吝點贊 訂閱 轉發 打賞支援明鏡與點點欄目,20524,transcript_20260313_015118/194m04.224s-194m04.832s.wav,辨識錯誤,影片
transcript_20260313_015118,2915,03:14:38.048,03:14:38.368,194m38.048s-194m38.368s.wav,True,MING PAO,MING PAO CANADA MANGA,11308,transcript_20260313_015118/194m38.048s-194m38.368s.wav,無音效,
transcript_20260313_015118,2969,03:18:19.712,03:18:19.936,198m19.712s-198m19.936s.wav,True,感謝[觀收]看,感謝觀看,8236,transcript_20260313_015118/198m19.712s-198m19.936s.wav,無音效,
transcript_20260313_015118,3156,03:28:58.976,03:28:59.712,208m58.976s-208m59.712s.wav,True,明鏡需要您的支援,明鏡需要您的支援 歡迎訂閱明鏡,24620,transcript_20260313_015118/208m58.976s-208m59.712s.wav,辨識錯誤,就得
transcript_20260313_015118,3302,03:41:15.328,03:41:15.584,221m15.328s-221m15.584s.wav,True,感謝[觀收]看,感謝觀看,9260,transcript_20260313_015118/221m15.328s-221m15.584s.wav,無音效,
transcript_20260313_015118,3370,03:46:01.120,03:46:01.280,226m01.120s-226m01.280s.wav,True,字幕,字幕志願者 楊茜茜,6188,transcript_20260313_015118/226m01.120s-226m01.280s.wav,無音效,
transcript_20260313_015118,3426,03:50:30.720,03:50:30.848,230m30.720s-230m30.848s.wav,True,字幕,字幕志願者 楊茜茜,5164,transcript_20260313_015118/230m30.720s-230m30.848s.wav,無音效,
transcript_20260313_015118,3450,03:51:43.488,03:51:43.872,231m43.488s-231m43.872s.wav,True,明鏡[及與]點點欄目,明鏡及點點欄目,13356,transcript_20260313_015118/231m43.488s-231m43.872s.wav,辨識錯誤,沒有
transcript_20260313_015118,3455,03:52:01.696,03:52:01.920,232m01.696s-232m01.920s.wav,True,字幕,字幕by索蘭婭,8236,transcript_20260313_015118/232m01.696s-232m01.920s.wav,無音效,
transcript_20260313_015118,3481,03:53:44.256,03:53:44.544,233m44.256s-233m44.544s.wav,True,字幕,中文字幕志願者 李宗盛,10284,transcript_20260313_015118/233m44.256s-233m44.544s.wav,無音效,
transcript_20260313_015118,3532,03:57:23.648,03:57:23.776,237m23.648s-237m23.776s.wav,True,字幕,字幕志願者 李宗盛,5164,transcript_20260313_015118/237m23.648s-237m23.776s.wav,無音效,
transcript_20260313_015118,3574,04:00:13.952,04:00:14.080,240m13.952s-240m14.080s.wav,True,字幕,字幕志願者 楊棟樑,5164,transcript_20260313_015118/240m13.952s-240m14.080s.wav,無音效,
transcript_20260313_015118,3604,04:02:39.008,04:02:39.168,242m39.008s-242m39.168s.wav,True,字幕,中文字幕 李宗盛,6188,transcript_20260313_015118/242m39.008s-242m39.168s.wav,無音效,
transcript_20260313_015118,3636,04:04:26.592,04:04:27.008,244m26.592s-244m27.008s.wav,True,字幕,字幕志願者 楊棟樑,14380,transcript_20260313_015118/244m26.592s-244m27.008s.wav,無音效,
transcript_20260313_015118,3638,04:04:30.240,04:04:30.528,244m30.240s-244m30.528s.wav,True,感謝[觀收]看,感謝觀看,10284,transcript_20260313_015118/244m30.240s-244m30.528s.wav,無音效,
transcript_20260313_015118,3879,04:19:53.664,04:19:54.048,259m53.664s-259m54.048s.wav,True,優優獨播劇場,優優獨播劇場——YoYo Television Series Exclusive,13356,transcript_20260313_015118/259m53.664s-259m54.048s.wav,無音效,
transcript_20260313_015118,3907,04:21:45.792,04:21:46.016,261m45.792s-261m46.016s.wav,True,字幕,字幕提供者 李宗盛,8236,transcript_20260313_015118/261m45.792s-261m46.016s.wav,無音效,
transcript_20260313_015118,3926,04:22:52.192,04:22:52.608,262m52.192s-262m52.608s.wav,True,字幕,中文字幕提供,14380,transcript_20260313_015118/262m52.192s-262m52.608s.wav,無音效,
transcript_20260313_015118,3964,04:24:50.208,04:24:50.496,264m50.208s-264m50.496s.wav,True,字幕,中文字幕 李宗盛,10284,transcript_20260313_015118/264m50.208s-264m50.496s.wav,無音效,
transcript_20260313_015118,3983,04:25:50.976,04:25:51.776,265m50.976s-265m51.776s.wav,True,明鏡[及與]點點欄目,明鏡與點點欄目,26668,transcript_20260313_015118/265m50.976s-265m51.776s.wav,無法辨識,
transcript_20260313_015118,4066,04:34:21.152,04:34:21.312,274m21.152s-274m21.312s.wav,True,感謝[觀收]看,感謝觀看,6188,transcript_20260313_015118/274m21.152s-274m21.312s.wav,無音效,
transcript_20260313_015118,4227,04:47:29.728,04:47:30.080,287m29.728s-287m30.080s.wav,True,優優獨播劇場,優優獨播劇場——YoYo Television Series Exclusive,12332,transcript_20260313_015118/287m29.728s-287m30.080s.wav,辨識錯誤,我就
transcript_20260313_015118,4474,05:08:48.672,05:08:49.024,308m48.672s-308m49.024s.wav,True,字幕,字幕志願者 楊棟樑,12332,transcript_20260313_015118/308m48.672s-308m49.024s.wav,無音效,
transcript_20260313_015118,4794,05:42:56.288,05:42:56.768,342m56.288s-342m56.768s.wav,True,字幕,字幕by索蘭婭,16428,transcript_20260313_015118/342m56.288s-342m56.768s.wav,辨識錯誤,就是
transcript_20260313_015118,4827,05:46:32.512,05:46:32.640,346m32.512s-346m32.640s.wav,True,字幕,中文字幕 李宗盛,5164,transcript_20260313_015118/346m32.512s-346m32.640s.wav,無音效,
transcript_20260313_015118,4835,05:47:15.136,05:47:15.264,347m15.136s-347m15.264s.wav,True,MING PAO,MING PAO CANADA MING PAO TORONTO,5164,transcript_20260313_015118/347m15.136s-347m15.264s.wav,無音效,
transcript_20260313_015118,4916,05:57:32.640,05:57:32.768,357m32.640s-357m32.768s.wav,True,MING PAO,MING PAO CANADA // MING PAO TORONTO,5164,transcript_20260313_015118/357m32.640s-357m32.768s.wav,無音效,
transcript_20260313_015118,4959,06:01:16.992,06:01:17.440,361m16.992s-361m17.440s.wav,True,字幕,字幕志願者 楊棟樑,15404,transcript_20260313_015118/361m16.992s-361m17.440s.wav,無音效,
transcript_20260313_015118,4997,06:05:53.248,06:05:56.384,365m53.248s-365m56.384s.wav,True,明鏡[及與]點點欄目,今天這一集播放到這邊別忘了點贊 訂閱 轉發 打賞支援明鏡與點點欄目我們下一集再見拜拜,101420,transcript_20260313_015118/365m53.248s-365m56.384s.wav,正確辨識,
transcript_20260313_015118,5523,06:45:40.736,06:45:40.864,405m40.736s-405m40.864s.wav,True,字幕,中文字幕提供,5164,transcript_20260313_015118/405m40.736s-405m40.864s.wav,無音效,
transcript_20260313_015118,5718,06:59:35.232,06:59:36.000,419m35.232s-419m36.000s.wav,True,我們下[期集]再見,我們下期再見,25644,transcript_20260313_015118/419m35.232s-419m36.000s.wav,辨識錯誤,非常早的
transcript_20260313_015118,5784,07:03:33.024,07:03:33.376,423m33.024s-423m33.376s.wav,True,字幕,字幕by索蘭婭,12332,transcript_20260313_015118/423m33.024s-423m33.376s.wav,辨識錯誤,這
transcript_20260313_015118,5863,07:09:06.368,07:09:06.784,429m06.368s-429m06.784s.wav,True,字幕,字幕志願者 楊棟樑,14380,transcript_20260313_015118/429m06.368s-429m06.784s.wav,辨識錯誤,自己
transcript_20260313_015118,6145,07:25:58.624,07:25:58.752,445m58.624s-445m58.752s.wav,True,感謝[觀收]看,感謝觀看,5164,transcript_20260313_015118/445m58.624s-445m58.752s.wav,無音效,
transcript_20260313_015118,6252,07:33:32.288,07:33:32.416,453m32.288s-453m32.416s.wav,True,字幕,字幕志願者 楊茜茜,5164,transcript_20260313_015118/453m32.288s-453m32.416s.wav,無音效,
transcript_20260313_015118,6625,08:01:21.952,08:01:22.400,481m21.952s-481m22.400s.wav,True,明鏡[及與]點點欄目,請不吝點贊 訂閱 轉發 打賞支援明鏡與點點欄目,15404,transcript_20260313_015118/481m21.952s-481m22.400s.wav,無法辨識,
transcript_20260313_015118,6744,08:09:32.064,08:09:32.224,489m32.064s-489m32.224s.wav,True,字幕,字幕志願者 楊棟樑,6188,transcript_20260313_015118/489m32.064s-489m32.224s.wav,無音效,
transcript_20260313_015118,6774,08:10:49.440,08:10:49.696,490m49.440s-490m49.696s.wav,True,字幕,中文字幕提供,9260,transcript_20260313_015118/490m49.440s-490m49.696s.wav,無音效,
transcript_20260313_015118,6788,08:11:26.080,08:11:26.304,491m26.080s-491m26.304s.wav,True,感謝[觀收]看,感謝觀看,8236,transcript_20260313_015118/491m26.080s-491m26.304s.wav,無音效,
transcript_20260313_015118,6919,08:21:41.056,08:21:41.824,501m41.056s-501m41.824s.wav,True,明鏡需要您的支援,明鏡需要您的支援 歡迎訂閱明鏡,25644,transcript_20260313_015118/501m41.056s-501m41.824s.wav,辨識錯誤,北邊在
transcript_20260313_015118,6951,08:23:34.208,08:23:34.368,503m34.208s-503m34.368s.wav,True,感謝[觀收]看,感謝觀看,6188,transcript_20260313_015118/503m34.208s-503m34.368s.wav,無音效,
transcript_20260313_015118,6967,08:24:23.328,08:24:23.680,504m23.328s-504m23.680s.wav,True,MING PAO,MING PAO CANADA // MING PAO TORONTO,12332,transcript_20260313_015118/504m23.328s-504m23.680s.wav,辨識錯誤,0
transcript_20260313_015118,7101,08:32:24.096,08:32:24.576,512m24.096s-512m24.576s.wav,True,明鏡需要您的支援,明鏡需要您的支援 歡迎訂閱明鏡,16428,transcript_20260313_015118/512m24.096s-512m24.576s.wav,辨識錯誤,驗
transcript_20260313_015118,7131,08:34:22.880,08:34:23.264,514m22.880s-514m23.264s.wav,True,字幕,中文字幕提供,13356,transcript_20260313_015118/514m22.880s-514m23.264s.wav,無音效,
transcript_20260313_015118,7159,08:35:33.472,08:35:34.016,515m33.472s-515m34.016s.wav,True,明鏡[及與]點點欄目,明鏡與點點欄目,18476,transcript_20260313_015118/515m33.472s-515m34.016s.wav,辨識錯誤,每一年
transcript_20260313_015118,7192,08:37:02.816,08:37:02.944,517m02.816s-517m02.944s.wav,True,字幕,中文字幕提供,5164,transcript_20260313_015118/517m02.816s-517m02.944s.wav,無音效,
transcript_20260313_015118,7214,08:37:50.080,08:37:50.496,517m50.080s-517m50.496s.wav,True,明鏡[及與]點點欄目,明鏡與點點欄目,14380,transcript_20260313_015118/517m50.080s-517m50.496s.wav,辨識錯誤,陰道
transcript_20260313_015118,7332,08:45:03.360,08:45:04.480,525m03.360s-525m04.480s.wav,True,優優獨播劇場,優優獨播劇場——YoYo Television Series Exclusive,36908,transcript_20260313_015118/525m03.360s-525m04.480s.wav,無音效,
transcript_20260313_015118,7333,08:45:04.800,08:45:05.632,525m04.800s-525m05.632s.wav,True,下[期集]見,下期見,27692,transcript_20260313_015118/525m04.800s-525m05.632s.wav,無音效,19bs.
transcript_20260313_015118,7381,08:47:43.040,08:47:43.808,527m43.040s-527m43.808s.wav,True,明鏡需要您的支援,明鏡需要您的支援 歡迎訂閱明鏡,25644,transcript_20260313_015118/527m43.040s-527m43.808s.wav,辨識錯誤,所以
transcript_20260313_015118,7457,08:52:42.400,08:52:52.096,532m42.400s-532m52.096s.wav,True,"(.)\1{10,}",四個小時吧ㄟㄟㄟㄟㄟㄟㄟㄟㄟㄟㄟㄟㄟㄟㄟㄟ今天也是辛苦你我今天也是從黃天上來對辛苦你還好了還有另外的地方可以去的任何的有,311340,transcript_20260313_015118/532m42.400s-532m52.096s.wav,正確辨識,
transcript_20260313_015118,7491,08:54:06.528,08:54:06.656,534m06.528s-534m06.656s.wav,True,字幕,中文字幕 李宗盛,5164,transcript_20260313_015118/534m06.528s-534m06.656s.wav,無音效,
transcript_20260313_015118,7494,08:54:26.112,08:54:26.464,534m26.112s-534m26.464s.wav,True,字幕,字幕by索蘭婭,12332,transcript_20260313_015118/534m26.112s-534m26.464s.wav,無音效,
transcript_20260313_015118,7553,09:10:23.744,09:10:24.288,550m23.744s-550m24.288s.wav,True,字幕,字幕by索蘭婭,18476,transcript_20260313_015118/550m23.744s-550m24.288s.wav,辨識錯誤,博
transcript_20260313_015118,7638,09:27:16.576,09:27:16.704,567m16.576s-567m16.704s.wav,True,MING PAO,MING PAO CANADA // MING PAO TORONTO,5164,transcript_20260313_015118/567m16.576s-567m16.704s.wav,無音效,
transcript_20260313_015118,7659,09:28:22.400,09:28:22.528,568m22.400s-568m22.528s.wav,True,字幕,字幕志願者 楊茜茜,5164,transcript_20260313_015118/568m22.400s-568m22.528s.wav,無音效,
transcript_20260313_015118,7747,09:43:06.272,09:43:06.944,583m06.272s-583m06.944s.wav,True,字幕,中文字幕志願者 楊棟樑,22572,transcript_20260313_015118/583m06.272s-583m06.944s.wav,辨識錯誤,就代表
transcript_20260313_015118,7794,09:49:11.584,09:49:12.480,589m11.584s-589m12.480s.wav,True,明鏡[及與]點點欄目,別忘了點贊 轉發 打賞支援明鏡與點點欄目,29740,transcript_20260313_015118/589m11.584s-589m12.480s.wav,無法辨識,
transcript_20260313_015118,7824,09:53:52.160,09:53:52.416,593m52.160s-593m52.416s.wav,True,字幕,字幕由 Amara.org 社群提供,9260,transcript_20260313_015118/593m52.160s-593m52.416s.wav,無法辨識,
transcript_20260313_015118,8002,10:15:11.232,10:15:11.360,615m11.232s-615m11.360s.wav,True,字幕,中文字幕志願者 李宗盛,5164,transcript_20260313_015118/615m11.232s-615m11.360s.wav,無音效,
transcript_20260313_015118,8148,10:27:35.072,10:27:35.200,627m35.072s-627m35.200s.wav,True,MING PAO,MING PAO CANADA // MING PAO TORONTO,5164,transcript_20260313_015118/627m35.072s-627m35.200s.wav,無音效,
transcript_20260313_015118,8154,10:28:00.160,10:28:00.448,628m00.160s-628m00.448s.wav,True,字幕,中文字幕提供,10284,transcript_20260313_015118/628m00.160s-628m00.448s.wav,無音效,
transcript_20260313_015118,8167,10:28:20.352,10:28:20.544,628m20.352s-628m20.544s.wav,True,MING PAO,MING PAO CANADA // MING PAO TORONTO,7212,transcript_20260313_015118/628m20.352s-628m20.544s.wav,無音效,
transcript_20260313_015118,8210,10:38:08.128,10:38:08.992,638m08.128s-638m08.992s.wav,True,優優獨播劇場,優優獨播劇場——YoYo Television Series Exclusive,28716,transcript_20260313_015118/638m08.128s-638m08.992s.wav,無法辨識,
